ENTREZID	SYMBOL
29110	TBK1
148423	C1orf52
25920	NELFB
92106	OXNAD1
4296	MAP3K11
84274	COQ5
51773	RSF1
10914	PAPOLA
2149	F2R
154467	CCDC167
65110	UPF3A
654	BMP6
51117	COQ4
65124	SOWAHC
81786	TRIM7
55224	ETNK2
9969	MED13
51379	CRLF3
23322	RPGRIP1L
26233	FBXL6
113179	ADAT3
201158	TVP23C
64207	IRF2BPL
5814	PURB
57472	CNOT6
221662	RBM24
84734	FAM167B
11344	TWF2
215	ABCD1
63908	NAPB
9045	RPL14
388524	RPSA2
56949	XAB2
90120	TMEM250
6161	RPL32
201780	SLC10A4
118472	ZNF511
11173	ADAMTS7
9112	MTA1
84065	TMEM222
151651	EFHB
654434	SNHG20
51024	FIS1
2243	FGA
55279	ZNF654
100130418	CECR7
26259	FBXW8
51701	NLK
8195	MKKS
51643	TMBIM4
57804	POLD4
3460	IFNGR2
79002	TRIR
728689	EIF3CL
29982	NRBF2
1488	CTBP2
2934	GSN
81554	RCC1L
83699	SH3BGRL2
51167	CYB5R4
339983	NAT8L
3921	RPSA
7542	ZFPL1
28511	NKIRAS2
199857	ALG14
80210	ARMC9
152	ADRA2C
7187	TRAF3
475	ATOX1
10899	JTB
1337	COX6A1
26061	HACL1
5292	PIM1
22862	FNDC3A
84627	ZNF469
6202	RPS8
55272	IMP3
10015	PDCD6IP
51599	LSR
64376	IKZF5
285527	FRYL
1783	DYNC1LI2
400892	BCRP2
81034	SLC25A32
57018	CCNL1
9094	UNC119
3704	ITPA
5361	PLXNA1
81853	TMEM14B
9766	SUSD6
84336	TMEM101
6857	SYT1
8994	LIMD1
2241	FER
6929	TCF3
81572	PDRG1
6175	RPLP0
51433	ANAPC5
10450	PPIE
285440	CYP4V2
1399	CRKL
439	GET3
9761	MLEC
10678	B3GNT2
54549	SDK2
9245	GCNT3
1495	CTNNA1
64763	ZNF574
8798	DYRK4
8799	PEX11B
23623	RUSC1
439931	THAP7-AS1
5437	POLR2H
4598	MVK
55818	KDM3A
3104	ZBTB48
10090	UST
201475	RAB12
440093	H3-5
58509	CACTIN
4850	CNOT4
1277	COL1A1
10921	RNPS1
10667	FARS2
7165	TPD52L2
389524	GTF2IRD2B
348995	NUP43
54839	LRRC49
115286	SLC25A26
55741	EDEM2
81577	GFOD2
29781	NCAPH2
3708	ITPR1
440104	TMEM198B
1457	CSNK2A1
60685	ZFAND3
9328	GTF3C5
51070	NOSIP
4736	RPL10A
7544	ZFY
84230	LRRC8C
1185	CLCN6
5915	RARB
498	ATP5F1A
51239	ANKRD39
84279	PRADC1
6311	ATXN2
9914	ATP2C2
10802	SEC24A
1509	CTSD
5571	PRKAG1
116113	FOXP4
9675	TTI1
124872	B4GALNT2
85416	ZIC5
22872	SEC31A
133308	SLC9B2
348654	GEN1
5499	PPP1CA
388796	SNHG17
9796	PHYHIP
51747	LUC7L3
83744	ZNF484
339230	CCDC137
92211	CDHR1
2271	FH
79861	TUBAL3
85376	RIMBP3
8665	EIF3F
200185	KRTCAP2
26512	INTS6
57465	TBC1D24
10336	PCGF3
11269	DDX19B
26521	TIMM8B
2157	F8
4731	NDUFV3
9819	TSC22D2
100287015	MCPH1-DT
51018	RRP15
10146	G3BP1
85315	PAQR8
146542	ZNF688
22839	DLGAP4
116150	NUS1
10640	EXOC5
7045	TGFBI
201161	CENPV
79912	PYROXD1
203414	LINC01560
10059	DNM1L
84294	UTP23
10092	ARPC5
2197	FAU
54984	PINX1
282969	FUOM
3855	KRT7
57175	CORO1B
9121	SLC16A5
200035	NUDT17
23277	CLUH
55168	MRPS18A
9188	DDX21
1952	CELSR2
84333	PCGF5
100306951	PITPNA-AS1
81539	SLC38A1
55773	TBC1D23
55611	OTUB1
29924	EPN1
116447	TOP1MT
2648	KAT2A
2776	GNAQ
55626	AMBRA1
9554	SEC22B
4043	LRPAP1
11253	MAN1B1
904	CCNT1
10445	MCRS1
158	ADSL
4659	PPP1R12A
439949	PRKCQ-AS1
342132	ZNF774
54811	ZNF562
55781	RIOK2
83875	BCO2
100507540	LINC01504
57799	RAB40C
163702	IFNLR1
84937	ZNRF1
89887	ZNF628
92714	ARRDC1
84940	CORO6
112495	GTF3C6
7295	TXN
29780	PARVB
114793	FMNL2
56947	MFF
26097	CHTOP
57459	GATAD2B
201725	C4orf46
8935	SKAP2
151050	KANSL1L
171177	RHOV
333929	SNAI3
122953	JDP2
170394	PWWP2B
55898	UNC45A
80339	PNPLA3
27013	CNPPD1
686	BTD
27303	RBMS3
254100	ZNRD2-DT
3248	HPGD
6601	SMARCC2
4718	NDUFC2
124637	CYB5D1
81926	ABHD17A
27244	SESN1
100507602	TRIM52-AS1
191	AHCY
55450	CAMK2N1
124044	SPATA2L
7355	SLC35A2
2625	GATA3
221711	SYCP2L
6176	RPLP1
159	ADSS2
7275	TUB
8031	NCOA4
440456	PLEKHM1P1
166379	BBS12
170690	ADAMTS16
58472	SQOR
7319	UBE2A
10452	TOMM40
220074	LRTOMT
100287171	WASHC1
101927934	LINC01843
23197	FAF2
10600	USP16
11331	PHB2
6284	S100A13
8349	H2BC21
51144	HSD17B12
7993	UBXN8
27032	ATP2C1
351	APP
124446	TMEM219
8622	PDE8B
9633	TESMIN
79663	HSPBAP1
728233	PI4KAP1
6747	SSR3
333	APLP1
55930	MYO5C
25901	CCDC28A
400236	FOXN3-AS1
256364	EML3
10469	TIMM44
653113	FAM86FP
841	CASP8
84936	ZFYVE19
114984	FLYWCH2
54862	CC2D1A
653635	WASH7P
100506142	RHOQ-AS1
9197	SLC33A1
5447	POR
23474	ETHE1
22876	INPP5F
64118	DUS1L
79874	RABEP2
25782	RAB3GAP2
113246	C12orf57
23095	KIF1B
1535	CYBA
55191	NADSYN1
374666	WASH3P
84262	PSMG3
57703	CWC22
55502	HES6
93343	MVB12A
51172	NAGPA
641638	SNHG6
8766	RAB11A
51274	KLF3
26470	SEZ6L2
25989	ULK3
79091	METTL22
6310	ATXN1
55585	UBE2Q1
8242	KDM5C
10299	MARCHF6
26227	PHGDH
26015	RPAP1
1831	TSC22D3
663	BNIP2
10072	DPP3
56033	BARX1
143879	KBTBD3
641339	ZNF674
27335	EIF3K
9276	COPB2
84961	FBXL20
29796	UQCR10
51155	JPT1
54762	GRAMD1C
54986	ULK4
100652758	LOC100652758
51154	MRTO4
6248	RSC1A1
79086	SMIM7
9419	CRIPT
55225	RAVER2
51567	TDP2
91316	GUSBP11
100216001	MANCR
150786	RAB6D
6625	SNRNP70
10785	WDR4
4074	M6PR
84665	MYPN
10093	ARPC4
435	ASL
79070	POGLUT2
54793	KCTD9
673	BRAF
83743	GRWD1
54733	SLC35F2
10809	STARD10
6130	RPL7A
30836	DNTTIP2
401320	GARS1-DT
25979	DHRS7B
4664	NAB1
53635	PTOV1
79842	ZBTB3
3423	IDS
126549	ANKLE1
9331	B4GALT6
384	ARG2
8675	STX16
54965	PIGX
55268	ECHDC2
51582	AZIN1
8125	ANP32A
6160	RPL31
57019	CIAPIN1
25998	IBTK
28989	NTMT1
7884	SLBP
8497	PPFIA4
3692	EIF6
79701	OGFOD3
23325	WASHC4
5193	PEX12
127703	C1orf216
51026	GOLT1B
80228	ORAI2
2495	FTH1
9524	TECR
285203	EOGT
57579	FAM135A
9240	PNMA1
54540	FAM193B
102723897	LOC102723897
56052	ALG1
152007	GLIPR2
97	ACYP1
10467	ZNHIT1
54453	RIN2
64773	PCED1A
11186	RASSF1
54997	TESC
6118	RPA2
22905	EPN2
79140	CCDC28B
3703	STT3A
10516	FBLN5
26001	RNF167
6835	SURF2
6605	SMARCE1
60598	KCNK15
50807	ASAP1
9422	ZNF264
10084	PQBP1
26035	GLCE
84964	ALKBH6
6169	RPL38
90326	THAP3
58504	ARHGAP22
1945	EFNA4
440423	SUZ12P1
28957	MRPS28
23053	ZSWIM8
158158	RASEF
11315	PARK7
4715	NDUFB9
5607	MAP2K5
55915	LANCL2
101752400	CAPN10-DT
1350	COX7C
90580	TIMM29
100128782	ERCC6L2-AS1
57555	NLGN2
94032	CAMK2N2
285282	RABL3
84299	MIEN1
573	BAG1
201229	LYRM9
5001	ORC5
57489	ODF2L
752014	CEMP1
322	APBB1
518	ATP5MC3
203111	ERICH5
54973	INTS11
60312	AFAP1
1265	CNN2
51667	NUB1
643641	ZNF862
170384	FUT11
51294	PCDH12
80308	FLAD1
9791	PTDSS1
54108	CHRAC1
60672	MIIP
284346	ZNF575
730183	LOC730183
80324	PUS1
9924	PAN2
112869	SGF29
113878	DTX2
6520	SLC3A2
6634	SNRPD3
4725	NDUFS5
340526	RTL5
105375620	NA
153769	SH3RF2
100874211	MID1IP1-AS1
7626	ZNF75D
51081	MRPS7
23378	RRP8
6159	RPL29
91368	CDKN2AIPNL
4234	METTL1
64224	HERPUD2
4825	NKX6-1
27166	PRELID1
84870	RSPO3
24146	CLDN15
283464	GXYLT1
6134	RPL10
488	ATP2A2
23583	SMUG1
165918	RNF168
1939	EIF2D
79594	MUL1
284406	ZFP82
8834	TMEM11
23261	CAMTA1
5546	PRCC
9984	THOC1
27109	DMAC2L
1978	EIF4EBP1
283234	CCDC88B
8886	DDX18
5634	PRPS2
3801	KIFC3
9667	SAFB2
147808	ZNF784
65265	C8orf33
54487	DGCR8
64960	MRPS15
10867	TSPAN9
5184	PEPD
51287	COA4
60529	ALX4
51465	UBE2J1
8317	CDC7
5789	PTPRD
10208	USPL1
55298	RNF121
51372	TMA7
54758	KLHDC4
84955	NUDCD1
8815	BANF1
93082	NEURL3
85027	SMIM3
10413	YAP1
203	AK1
1459	CSNK2A2
54935	DUSP23
91147	TMEM67
84669	USP32
7534	YWHAZ
130888	FBXO36
4830	NME1
5376	PMP22
5833	PCYT2
3234	HOXD8
10289	EIF1B
8916	HERC3
7832	BTG2
2971	GTF3A
55379	LRRC59
27338	UBE2S
55609	ZNF280C
1327	COX4I1
9948	WDR1
113278	SLC52A3
55668	GPATCH2L
25875	LETMD1
56834	GPR137
57007	ACKR3
3858	KRT10
10057	ABCC5
9377	COX5A
10446	LRRN2
79713	IGFLR1
56062	KLHL4
285958	SNHG15
217	ALDH2
6478	SIAH2
51524	TMEM138
143384	CACUL1
26873	OPLAH
8425	LTBP4
23644	EDC4
64928	MRPL14
55687	TRMU
10970	CKAP4
22937	SCAP
101927759	LOC101927759
339231	ARL16
55052	MRPL20
10846	PDE10A
7516	XRCC2
196993	CT62
9694	EMC2
147923	ZNF420
2804	GOLGB1
6164	RPL34
79934	COQ8B
126374	WTIP
4200	ME2
56948	SDR39U1
348094	ANKDD1A
55702	YJU2
1984	EIF5A
3661	IRF3
10169	SERF2
122553	TRAPPC6B
163486	DENND1B
23397	NCAPH
997	CDC34
4642	MYO1D
11128	POLR3A
51004	COQ6
60481	ELOVL5
81563	C1orf21
6157	RPL27A
84455	EFCAB7
57655	GRAMD1A
2597	GAPDH
163033	ZNF579
84962	AJUBA
3720	JARID2
6232	RPS27
26137	ZBTB20
4238	MFAP3
29099	COMMD9
81688	C6orf62
6138	RPL15
9123	SLC16A3
79064	TMEM223
200312	RNF215
84996	URB1-AS1
23421	ITGB3BP
6836	SURF4
90379	DCAF15
22931	RAB18
10769	PLK2
11183	MAP4K5
90231	KIAA2013
977	CD151
10491	CRTAP
23351	KHNYN
11171	STRAP
55351	STK32B
6314	ATXN7
8553	BHLHE40
8761	PABPC4
120526	DNAJC24
391059	FRRS1
54583	EGLN1
10567	RABAC1
2289	FKBP5
100131211	NEMP2
59345	GNB4
387723	C10orf143
55660	PRPF40A
81932	HDHD3
23309	SIN3B
284114	TMEM102
55212	BBS7
6129	RPL7
80270	HSD3B7
9296	ATP6V1F
197131	UBR1
23646	PLD3
26277	TINF2
84725	PLEKHA8
10907	TXNL4A
55954	ZMAT5
64748	PLPPR2
619208	FAM229B
4835	NQO2
2805	GOT1
101927136	KILH
25978	CHMP2B
20	ABCA2
79735	TBC1D17
89853	MVB12B
8473	OGT
5876	RABGGTB
27154	BRPF3
11212	PLPBP
148022	TICAM1
83475	DOHH
56006	SMG9
64282	TENT4B
284361	EMC10
56931	DUS3L
51132	RLIM
1838	DTNB
8811	GALR2
7408	VASP
348093	RBPMS2
57678	GPAM
154091	SLC2A12
51147	ING4
101929780	NBPF25P
10020	GNE
27161	AGO2
57643	ZSWIM5
10782	ZNF274
80271	ITPKC
3996	LLGL1
6167	RPL37
8446	DUSP11
9670	IPO13
6143	RPL19
25844	YIPF3
154141	MBOAT1
6713	SQLE
286451	YIPF6
54877	ZCCHC2
26229	B3GAT3
6041	RNASEL
54847	SIDT1
8504	PEX3
134218	DNAJC21
8649	LAMTOR3
10954	PDIA5
83638	C11orf68
57724	EPG5
7414	VCL
29890	RBM15B
10213	PSMD14
221981	THSD7A
55929	DMAP1
54858	PGPEP1
100506844	GIHCG
8615	USO1
84869	CBR4
10682	EBP
6610	SMPD2
9140	ATG12
54849	DEF8
55819	RNF130
79767	ELMO3
55153	SDAD1
84817	TXNDC17
51655	RASD1
9837	GINS1
84461	NEURL4
8409	UXT
80162	PGGHG
1152	CKB
60401	EDA2R
6192	RPS4Y1
100125556	FAM86JP
1303	COL12A1
5432	POLR2C
148046	CIRBP-AS1
10884	MRPS30
79780	CCDC82
7627	ZNF75A
375056	MIA3
5331	PLCB3
6322	SCML1
3612	IMPA1
92140	MTDH
9049	AIP
59286	UBL5
84233	TMEM126A
55578	SUPT20H
440926	H3P6
222229	LRWD1
56521	DNAJC12
1054	CEBPG
386627	SAP30L-AS1
54873	PALMD
79798	ARMC5
10476	ATP5PD
10856	RUVBL2
27243	CHMP2A
22990	PCNX1
8813	DPM1
6277	S100A6
388962	BOLA3
79745	CLIP4
8189	SYMPK
729218	LOC729218
23481	PES1
5817	PVR
1845	DUSP3
8704	B4GALT2
124491	TMEM170A
2885	GRB2
79991	STN1
51013	EXOSC1
11282	MGAT4B
11019	LIAS
25943	DNAAF9
55011	PIH1D1
9941	EXOG
9527	GOSR1
57003	CCDC47
84837	ARHGAP5-AS1
79791	FBXO31
27183	VPS4A
3895	KTN1
8914	TIMELESS
6300	MAPK12
80267	EDEM3
401505	TOMM5
6449	SGTA
124565	SLC38A10
5868	RAB5A
7284	TUFM
55284	UBE2W
166815	TIGD2
23659	PLA2G15
51533	PHF7
101410538	MMP24OS
55486	PARL
23321	TRIM2
6628	SNRPB
55529	PIP4P2
4690	NCK1
112752	IFT43
6224	RPS20
79085	SLC25A23
6124	RPL4
55621	TRMT1
3838	KPNA2
51300	TIMMDC1
60682	SMAP1
23400	ATP13A2
7975	MAFK
64925	CCDC71
100507373	ADGRL1-AS1
116068	LYSMD3
27132	CPNE7
3987	LIMS1
4702	NDUFA8
483	ATP1B3
5036	PA2G4
100286844	BCDIN3D-AS1
79039	DDX54
8192	CLPP
29091	STXBP6
11129	CLASRP
11194	ABCB8
10980	COPS6
8379	MAD1L1
1181	CLCN2
54606	DDX56
84342	COG8
23641	LDOC1
51651	PTRH2
57326	PBXIP1
23423	TMED3
81857	MED25
2874	GPS2
124402	UBALD1
57648	NHSL3
283635	FAM177A1
26974	ZNF285
349114	LINC00265
114915	EPB41L4A-AS1
5245	PHB1
25791	NGEF
65095	KRI1
55974	SLC50A1
1201	CLN3
65992	DDRGK1
84216	TMEM117
54963	UCKL1
7775	ZNF232
256471	MFSD8
57538	ALPK3
57103	TIGAR
7727	ZNF174
6156	RPL30
51654	CDK5RAP1
55763	EXOC1
5383	PMS2P5
11273	ATXN2L
57470	LRRC47
8607	RUVBL1
57600	FNIP2
407975	MIR17HG
55101	DMAC2
54149	C21orf91
6780	STAU1
7336	UBE2V2
8365	H4C8
137492	VPS37A
8887	TAX1BP1
64418	TMEM168
4010	LMX1B
5204	PFDN5
9538	EI24
9482	STX8
10188	TNK2
22919	MAPRE1
2782	GNB1
55922	NKRF
22891	ZNF365
90139	TSPAN18
51616	TAF9B
129787	TMEM18
51174	TUBD1
682	BSG
221079	ARL5B
641977	SEPTIN7P2
10534	ZNRD2
3842	TNPO1
10285	SMNDC1
8612	PLPP2
339344	MYPOP
57690	TNRC6C
26099	SZRD1
678	ZFP36L2
79831	KDM8
134957	STXBP5
165324	UBXN2A
54567	DLL4
54814	QPCTL
1373	CPS1
80011	PSME3IP1
3206	HOXA10
83746	L3MBTL2
84938	ATG4C
201163	FLCN
51228	GLTP
23471	TRAM1
375757	SWI5
28991	COMMD5
6760	SS18
57679	ALS2
604	BCL6
100129917	PCGF3-AS1
9975	NR1D2
6207	RPS13
6205	RPS11
55761	TTC17
6155	RPL27
9640	ZNF592
54587	MXRA8
102723356	ZFPM2-AS1
57179	KIAA1191
6171	RPL41
5307	PITX1
8263	F8A1
57509	MTUS1
114783	LMTK3
83985	SPNS1
22895	RPH3A
6152	RPL24
10929	SRSF8
51322	WAC
5710	PSMD4
9196	KCNAB3
23203	PMPCA
6838	SURF6
63875	MRPL17
26071	RTL8A
1136	CHRNA3
439994	LINC00863
5836	PYGL
91801	ALKBH8
5743	PTGS2
51506	UFC1
23059	CLUAP1
1209	CLPTM1
28990	ASTE1
10424	PGRMC2
3217	HOXB7
51128	SAR1B
1073	CFL2
1452	CSNK1A1
79642	ARSJ
80774	LIMD2
158747	MOSPD2
123775	C16orf46
64397	ZNF106
79917	MAGIX
6241	RRM2
84448	ABLIM2
10691	GMEB1
100506190	LINC00963
9654	TTLL4
8036	SHOC2
10011	SRA1
64853	AIDA
49855	SCAPER
101927151	LINC02987
79797	ZNF408
30832	ZNF354C
9732	DOCK4
3396	MRPL58
257160	RNF214
51755	CDK12
51427	ZNF107
253039	CUTALP
8568	RRP1
10328	EMC8
6165	RPL35A
57805	CCAR2
30	ACAA1
28952	CCDC22
81545	FBXO38
23144	ZC3H3
57583	TMEM181
613038	LOC613038
55199	FAM86C1P
7466	WFS1
23625	FAM89B
6210	RPS15A
57198	ATP8B2
6632	SNRPD1
388389	CCDC103
51226	COPZ2
9679	FAM53B
7204	TRIO
11124	FAF1
245973	ATP6V1C2
84168	ANTXR1
200734	SPRED2
101954278	RNU6-8
1836	SLC26A2
9604	RNF14
10039	PARP3
124995	MRPL10
1718	DHCR24
1741	DLG3
6189	RPS3A
91607	SLFN11
84852	ATP1A1-AS1
101060691	NUTM2B-AS1
57118	CAMK1D
23446	SLC44A1
80306	MED28
146057	TTBK2
116843	SLC18B1
283174	NA
23016	EXOSC7
51451	LCMT1
729967	MORN2
128239	IQGAP3
3174	HNF4G
5119	CHMP1A
1730	DIAPH2
10494	STK25
10650	PRELID3A
2637	GBX2
147179	WIPF2
83604	TMEM47
3225	HOXC9
9929	JOSD1
56977	STOX2
9887	SMG7
23132	RAD54L2
23192	ATG4B
149840	SHLD1
6709	SPTAN1
652276	LOC652276
57231	SNX14
4750	NEK1
375341	C3orf62
100507501	LINC01569
121274	ZNF641
2806	GOT2
119710	IFTAP
121227	LRIG3
6235	RPS29
9802	DAZAP2
51593	SRRT
4893	NRAS
3422	IDI1
745	MYRF
2118	ETV4
100268168	RPL26L1-AS1
11235	PDCD10
7070	THY1
84865	CCDC142
6711	SPTBN1
79943	ZNF696
5694	PSMB6
79363	CPLANE2
25994	HIGD1A
25820	ARIH1
28971	AAMDC
1312	COMT
80778	ZNF34
55565	ZNF821
96459	FNIP1
22944	KIN
84179	SLC49A3
9687	GREB1
11043	MID2
85360	SYDE1
4636	MYL5
54558	SPATA6
23108	RAP1GAP2
80006	TRAPPC13
114790	STK11IP
5142	PDE4B
658	BMPR1B
54165	DCUN1D1
100507002	LOC100507002
282996	RBM20
6228	RPS23
57730	ANKRD36B
23765	IL17RA
81892	SLIRP
203522	INTS6L
8997	KALRN
150726	FBXO41
400657	ZNF407-AS1
22948	CCT5
79587	CARS2
6397	SEC14L1
2752	GLUL
23300	ATMIN
84946	LTV1
81876	RAB1B
1937	EEF1G
51466	EVL
55644	OSGEP
80759	KHDC1
162993	ZNF846
754	PTTG1IP
51257	MARCHF2
4898	NRDC
24137	KIF4A
10988	METAP2
64779	MTHFSD
105374013	NA
101929705	SCIRT
5688	PSMA7
79768	KATNBL1
388	RHOB
63939	FAM217B
376497	SLC27A1
8220	ESS2
9235	IL32
550	AUP1
57026	PDXP
10474	TADA3
54499	TMCO1
55116	TMEM39B
399668	SMIM10L2A
200539	ANKRD23
653162	RPSAP9
55281	TMEM140
196527	ANO6
5875	RABGGTA
54482	TRMT13
3716	JAK1
92017	SNX29
8904	CPNE1
146923	RUNDC1
3693	ITGB5
100505783	OSER1-DT
728673	FAM88B
6505	SLC1A1
51650	MRPS33
11284	PNKP
56913	C1GALT1
79174	CRELD2
54663	WDR74
51571	CYRIB
151194	METTL21A
55161	TMEM33
64940	STAG3L4
81532	MOB2
28972	SPCS1
51203	NUSAP1
84818	IL17RC
79177	ZNF576
7297	TYK2
6549	SLC9A2
51603	METTL13
23731	TMEM245
51497	NELFCD
64114	TMBIM1
1659	DHX8
826	CAPNS1
112616	CMTM7
55689	YEATS2
79657	RPAP3
91875	TTC5
8273	SLC10A3
51343	FZR1
23331	TTC28
8744	TNFSF9
6742	SSBP1
26073	POLDIP2
57187	THOC2
8666	EIF3G
23589	CARHSP1
121457	IKBIP
64431	ACTR6
6168	RPL37A
118426	BORCS5
9138	ARHGEF1
57167	SALL4
11316	COPE
1975	EIF4B
26019	UPF2
23468	CBX5
84305	PYM1
7037	TFRC
11132	CAPN10
10098	TSPAN5
5702	PSMC3
7267	TTC3
92344	GORAB
80760	ITIH5
57128	LYRM4
146330	FBXL16
11103	KRR1
152100	CMC1
63899	NSUN3
51142	CHCHD2
115752	DIS3L
27040	LAT
9559	VPS26A
867	CBL
79794	SPRING1
374969	SVBP
22913	RALY
553115	PEF1
6949	TCOF1
79987	SVEP1
9337	CNOT8
9821	RB1CC1
11267	SNF8
25	ABL1
5861	RAB1A
80063	ATF7IP2
10775	POP4
6590	SLPI
7504	XK
7376	NR1H2
9657	IQCB1
8721	EDF1
26115	TANC2
57109	REXO4
85495	RPPH1
1119	CHKA
123264	SLC51B
51608	GET4
9533	POLR1C
59339	PLEKHA2
157	GRK3
8892	EIF2B2
10632	ATP5MG
55275	VPS53
285237	C3orf38
6621	SNAPC4
127018	LYPLAL1
84321	THOC3
7040	TGFB1
286006	LSMEM1
55739	NAXD
56922	MCCC1
9674	KIAA0040
80145	THOC7
283219	KCTD21
54550	NECAB2
2286	FKBP2
60528	ELAC2
7138	TNNT1
136647	MPLKIP
91748	MIDEAS
79758	DHRS12
26040	SETBP1
140609	NEK7
124961	ZFP3
6427	SRSF2
55840	EAF2
84661	DPY30
8943	AP3D1
6935	ZEB1
10473	HMGN4
2678	GGT1
56987	BBX
5335	PLCG1
9556	ATP5MJ
4157	MC1R
4580	MTX1
23032	USP33
1777	DNASE2
6990	DYNLT3
6837	MED22
100287896	LIPT2-AS1
4356	MPP3
5782	PTPN12
10061	ABCF2
222658	KCTD20
4601	MXI1
83983	TSSK6
10269	ZMPSTE24
25807	RHBDD3
865	CBFB
255394	TCP11L2
90522	YIF1B
55143	CDCA8
3796	KIF2A
84769	MPV17L2
114785	MBD6
55178	MRM3
3965	LGALS9
6732	SRPK1
91614	DEPDC7
80347	COASY
80312	TET1
100130557	NFYC-AS1
6170	RPL39
6191	RPS4X
56181	MTFR1L
58525	WIZ
4791	NFKB2
3992	FADS1
7349	UCN
80895	ILKAP
51035	UBXN1
7581	ZNF33A
83607	AMMECR1L
91404	SESTD1
26262	TSPAN17
7769	ZNF226
100271836	SMG1P3
283314	C1RL-AS1
1666	DECR1
84532	ACSS1
199221	DZIP1L
6988	TCTA
253260	RICTOR
8078	USP5
79760	GEMIN7
310	ANXA7
286097	MICU3
3759	KCNJ2
51388	NIP7
102724814	AP1G2-AS1
2821	GPI
9540	TP53I3
59274	TLNRD1
9744	ACAP1
55667	DENND4C
51545	ZNF581
5599	MAPK8
1051	CEBPB
51727	CMPK1
80169	CTC1
11336	EXOC3
374393	FAM111B
5256	PHKA2
144165	PRICKLE1
84196	USP48
9218	VAPA
10540	DCTN2
84301	DDI2
3399	ID3
374887	YJEFN3
221491	SMIM29
64743	WDR13
116988	AGAP3
84967	LSM10
10428	CFDP1
79703	TOP6BL
83930	STARD3NL
150275	CCDC117
113829	SLC35A4
27339	PRPF19
651746	ANKRD33B
221806	VWDE
136051	ZNF786
400451	FAM174B
115817	DHRS1
23138	N4BP3
79903	NAA60
5786	PTPRA
10533	ATG7
79084	WDR77
1649	DDIT3
84984	CEP19
57050	UTP3
6135	RPL11
1528	CYB5A
10052	GJC1
10512	SEMA3C
25829	TMEM184B
219402	MTIF3
7163	TPD52
2784	GNB3
9569	GTF2IRD1
54853	WDR55
6687	SPG7
9194	SLC16A7
136895	SPMIP4
80152	CENPT
23160	WDR43
27286	SRPX2
9420	CYP7B1
84064	HDHD2
10204	NUTF2
1389	CREBL2
51091	SEPSECS
1163	CKS1B
163071	ZNF114
375775	PNPLA7
57713	SFMBT2
6146	RPL22
3845	KRAS
84074	QRICH2
8027	STAM
4215	MAP3K3
83758	RBP5
145553	MDP1
54916	TMEM260
51493	RTCB
5303	PIN4
83941	TM2D1
55056	GABPB1-IT1
5991	RFX3
132720	FAM241A
54805	CNNM2
4710	NDUFB4
55322	C5orf22
90204	ZSWIM1
214	ALCAM
23353	SUN1
6881	TAF10
255403	ZNF718
440311	LOC440311
441307	PDGFA-DT
157247	NA
143872	ARHGAP42
9187	SLC24A1
5609	MAP2K7
10444	ZER1
284273	PTGR3
7562	ZNF708
79803	HPS6
80305	TRABD
64426	SUDS3
192670	AGO4
1290	COL5A2
51428	DDX41
647135	SRGAP2B
92610	TIFA
55636	CHD7
23401	FRAT2
94274	PPP1R14A
55280	CWF19L1
51645	PPIL1
192668	CYS1
126208	ZNF787
57680	CHD8
55323	LARP6
23332	CLASP1
10282	BET1
2011	MARK2
56910	STARD7
4647	MYO7A
7592	ZNF41
54969	HPF1
8674	VAMP4
100506714	NUP50-DT
5154	PDGFA
10844	TUBGCP2
2058	EPRS1
9989	PPP4R1
7384	UQCRC1
23253	ANKRD12
55297	CCDC91
1211	CLTA
79654	HECTD3
254896	LOC254896
84919	PPP1R15B
23670	CEMIP2
100131564	CCDC18-AS1
23590	PDSS1
101927509	HDLBP-AS1
80336	PABPC1L
27246	RNF115
112840	WDR89
23064	SETX
753	LDLRAD4
2901	GRIK5
57720	GPR107
3191	HNRNPL
829	CAPZA1
122060	SLAIN1
1315	COPB1
3912	LAMB1
3237	HOXD11
284252	KCTD1
79970	ZNF767P
2697	GJA1
163732	CITED4
51614	ERGIC3
11079	RER1
57107	PDSS2
54543	TOMM7
91624	NEXN
5531	PPP4C
5646	PRSS3
10055	SAE1
4013	VWA5A
9978	RBX1
150684	COMMD1
6717	SRI
311	ANXA11
112703	GARIN5A
1522	CTSZ
27242	TNFRSF21
162461	TMEM92
6624	FSCN1
219654	ZCCHC24
4026	LPP
55744	COA1
6294	SAFB
65009	NDRG4
5682	PSMA1
114049	BUD23
3373	HYAL1
6453	ITSN1
23070	CMTR1
1161	ERCC8
10936	GPR75
4191	MDH2
22863	ATG14
292	SLC25A5
64863	METTL4
65975	STK33
10807	ENTR1
2260	FGFR1
22983	MAST1
100303728	SLC25A5-AS1
55679	LIMS2
10486	CAP2
102	ADAM10
83855	KLF16
85365	ALG2
116372	LYPD1
57488	ESYT2
55967	NDUFA12
5802	PTPRS
23179	RGL1
8428	STK24
80254	CEP63
84190	METTL25
23074	BLTP3B
192111	PGAM5
54554	WDR5B
56912	IFT46
25852	ARMC8
6546	SLC8A1
163590	TOR1AIP2
26173	INTS1
642826	BMS1P2
10971	YWHAQ
4552	MTRR
57524	CASKIN1
6845	VAMP7
85313	PPIL4
100130776	AGAP2-AS1
2831	NPBWR1
2050	EPHB4
127845	GOLT1A
84572	GNPTG
9739	SETD1A
7084	TK2
